20181001|13136|V2.0
KT-ST|KTWG-A|0|
KT-ST|RMF1|0|
KT-ST|RMF2|0|
KT-ST|RMF3|0|
KT-ST|RMF4|0|
KT-ST|TOF|0|
KTSTPLUS-A|KSET50LTF|0|
KTSTPLUS-A|KSLTF|0|
KTSTPLUS-A|KSRMF|0|
KTSTPLUS-A|KT25/75-A|0|
KTSTPLUS-A|KT25/75-R|0|
KTSTPLUS-A|KT25/75RMF|0|
KTSTPLUS-A|KT-AASIA-A|0|
KTSTPLUS-A|KT-AGRI|0|
KTSTPLUS-A|KT-ASEAN-A|0|
KTSTPLUS-A|KT-BOND|0|
KTSTPLUS-A|KT-BOND RMF|0|
KTSTPLUS-A|KT-CHINA RMF|0|
KTSTPLUS-A|KT-CLMVT-A|0|
KTSTPLUS-A|KT-CLMVT-D|0|
KTSTPLUS-A|KTEF|0|
KTSTPLUS-A|KTEF-LTF|0|
KTSTPLUS-A|KTEF-RMF|0|
KTSTPLUS-A|KT-ENERGY|0|
KTSTPLUS-A|KT-EURO|0|
KTSTPLUS-A|KTFF174|0|
KTSTPLUS-A|KTFF37|0|
KTSTPLUS-A|KT-FINANCE|0|
KTSTPLUS-A|KTFIX-1Y3Y|0|
KTSTPLUS-A|KTFIX3M1|0|
KTSTPLUS-A|KTFIX3M2|0|
KTSTPLUS-A|KTFIX3M3|0|
KTSTPLUS-A|KTFIXPLUS-A|0|
KTSTPLUS-A|KTFIXPLUS-D|0|
KTSTPLUS-A|KTFIXPLUS-I|0|
KTSTPLUS-A|KT-FLEX|0|
KTSTPLUS-A|KT-GMO-A|0|
KTSTPLUS-A|KT-GOLD|0|
KTSTPLUS-A|KT-GOLD RMF|0|
KTSTPLUS-A|KT-HEALTHC RMF|0|
KTSTPLUS-A|KT-HEALTHCARE-A|0|
KTSTPLUS-A|KT-HiDiv|0|
KTSTPLUS-A|KT-HiDiv RMF|0|
KTSTPLUS-A|KT-IGF-R|0|
KTSTPLUS-A|KTILB|0|
KTSTPLUS-A|KTILF|0|
KTSTPLUS-A|KT-INDIA-A|0|
KTSTPLUS-A|KT-INDIA-D|0|
KTSTPLUS-A|KT-JAPAN-A|0|
KTSTPLUS-A|KT-JAPAN-D|0|
KTSTPLUS-A|KTLF|0|
KTSTPLUS-A|KTLF70/30|0|
KTSTPLUS-A|KT-mai|0|
KTSTPLUS-A|KT-MINING|0|
KTSTPLUS-A|KTMSEQ|0|
KTSTPLUS-A|KT-OIL|0|
KTSTPLUS-A|KTOIL5-1|0|
KTSTPLUS-A|KT-PIF RMF|0|
KTSTPLUS-A|KT-PIF-A|0|
KTSTPLUS-A|KT-PIF-D|0|
KTSTPLUS-A|KTPLUS|0|
KTSTPLUS-A|KT-PRECIOUS|0|
KTSTPLUS-A|KT-PROPERTY|0|
KTSTPLUS-A|KT-PROPERTY RMF|0|
KTSTPLUS-A|KTSE|0|
KTSTPLUS-A|KTSE-LTF|0|
KTSTPLUS-A|KTSE-RMF|0|
KTSTPLUS-A|KT-SET50-A|0|
KTSTPLUS-A|KTSET50RMF|0|
KTSTPLUS-A|KTSF|0|
KTSTPLUS-A|KTSIV3M1|0|
KTSTPLUS-A|KTSIV3M2|0|
KTSTPLUS-A|KTSIV3M3|0|
KTSTPLUS-A|KTSIV6M1|0|
KTSTPLUS-A|KTSIV6M2|0|
KTSTPLUS-A|KTSIV6M3|0|
KTSTPLUS-A|KTSIV6M4|0|
KTSTPLUS-A|KTSIV6M5|0|
KTSTPLUS-A|KTSIV6M6|0|
KTSTPLUS-A|KTSS|0|
KTSTPLUS-A|KT-ST|0|
KTSTPLUS-A|KTSV|0|
KTSTPLUS-A|KT-US-A|0|
KTSTPLUS-A|KT-WCORP|0|
KTSTPLUS-A|KT-WEQ|0|
KTSTPLUS-A|KT-WEQ RMF|0|
KTSTPLUS-A|KTWG-A|0|
KTSTPLUS-A|RMF1|0|
KTSTPLUS-A|RMF2|0|
KTSTPLUS-A|RMF3|0|
KTSTPLUS-A|RMF4|0|
KTSTPLUS-A|TOF|0|
KTSV|KSET50LTF|0|
KTSV|KSLTF|0|
KTSV|KSRMF|0|
KTSV|KT25/75-A|0|
KTSV|KT25/75-R|0|
KTSV|KT25/75RMF|0|
KTSV|KT-AASIA-A|0|
KTSV|KT-AGRI|0|
KTSV|KT-ASEAN-A|0|
KTSV|KT-BOND|0|
KTSV|KT-BOND RMF|0|
KTSV|KT-CHINA RMF|0|
KTSV|KT-CLMVT-A|0|
KTSV|KT-CLMVT-D|0|
KTSV|KTEF|0|
KTSV|KTEF-LTF|0|
KTSV|KTEF-RMF|0|
KTSV|KT-ENERGY|0|
KTSV|KT-EURO|0|
KTSV|KTFF174|0|
KTSV|KTFF37|0|
KTSV|KT-FINANCE|0|
KTSV|KTFIX-1Y3Y|0|
KTSV|KTFIX3M1|0|
KTSV|KTFIX3M2|0|
KTSV|KTFIX3M3|0|
KTSV|KTFIXPLUS-A|0|
KTSV|KTFIXPLUS-D|0|
KTSV|KTFIXPLUS-I|0|
KTSV|KT-FLEX|0|
KTSV|KT-GMO-A|0|
KTSV|KT-GOLD|0|
KTSV|KT-GOLD RMF|0|
KTSV|KT-HEALTHC RMF|0|
KTSV|KT-HEALTHCARE-A|0|
KTSV|KT-HiDiv|0|
KTSV|KT-HiDiv RMF|0|
KTSV|KT-IGF-R|0|
KTSV|KTILB|0|
KTSV|KTILF|0|
KTSV|KT-INDIA-A|0|
KTSV|KT-INDIA-D|0|
KTSV|KT-JAPAN-A|0|
KTSV|KT-JAPAN-D|0|
KTSV|KTLF|0|
KTSV|KTLF70/30|0|
KTSV|KT-mai|0|
KTSV|KT-MINING|0|
KTSV|KTMSEQ|0|
KTSV|KT-OIL|0|
KTSV|KTOIL5-1|0|
KTSV|KT-PIF RMF|0|
KTSV|KT-PIF-A|0|
KTSV|KT-PIF-D|0|
KTSV|KTPLUS|0|
KTSV|KT-PRECIOUS|0|
KTSV|KT-PROPERTY|0|
KTSV|KT-PROPERTY RMF|0|
KTSV|KTSE|0|
KTSV|KTSE-LTF|0|
KTSV|KTSE-RMF|0|
KTSV|KT-SET50-A|0|
KTSV|KTSET50RMF|0|
KTSV|KTSF|0|
KTSV|KTSIV3M1|0|
KTSV|KTSIV3M2|0|
KTSV|KTSIV3M3|0|
KTSV|KTSIV6M1|0|
KTSV|KTSIV6M2|0|
KTSV|KTSIV6M3|0|
KTSV|KTSIV6M4|0|
KTSV|KTSIV6M5|0|
KTSV|KTSIV6M6|0|
KTSV|KTSS|0|
KTSV|KT-ST|0|
KTSV|KTSTPLUS-A|0|
KTSV|KT-US-A|0|
KTSV|KT-WCORP|0|
KTSV|KT-WEQ|0|
KTSV|KT-WEQ RMF|0|
KTSV|KTWG-A|0|
KTSV|RMF1|0|
KTSV|RMF2|0|
KTSV|RMF3|0|
KTSV|RMF4|0|
KTSV|TOF|0|
KT-US-A|KSET50LTF|4|
KT-US-A|KSLTF|4|
KT-US-A|KSRMF|4|
KT-US-A|KT25/75-A|4|
KT-US-A|KT25/75-R|4|
KT-US-A|KT25/75RMF|4|
KT-US-A|KT-AASIA-A|4|
KT-US-A|KT-AGRI|4|
KT-US-A|KT-ASEAN-A|4|
KT-US-A|KT-BOND|4|
KT-US-A|KT-CHINA RMF|4|
KT-US-A|KT-CLMVT-A|4|
KT-US-A|KT-CLMVT-D|4|
KT-US-A|KTEF|4|
KT-US-A|KTEF-LTF|4|
KT-US-A|KTEF-RMF|4|
KT-US-A|KT-ENERGY|4|
KT-US-A|KT-EURO|4|
KT-US-A|KTFF174|4|
KT-US-A|KTFF37|4|
KT-US-A|KT-FINANCE|4|
KT-US-A|KTFIX-1Y3Y|4|
KT-US-A|KTFIXPLUS-A|4|
KT-US-A|KTFIXPLUS-D|4|
KT-US-A|KTFIXPLUS-I|4|
KT-US-A|KT-FLEX|4|
KT-US-A|KT-GMO-A|4|
KT-US-A|KT-GOLD|4|
KT-US-A|KT-GOLD RMF|4|
KT-US-A|KT-HEALTHCARE-A|4|
KT-US-A|KT-HiDiv|4|
KT-US-A|KT-HiDiv RMF|4|
KT-US-A|KT-IGF-R|4|
KT-US-A|KTILB|4|
KT-US-A|KTILF|4|
KT-US-A|KT-INDIA-A|4|
KT-US-A|KT-INDIA-D|4|
KT-US-A|KT-JAPAN-A|4|
KT-US-A|KT-JAPAN-D|4|
KT-US-A|KTLF|4|
KT-US-A|KTLF70/30|4|
KT-US-A|KT-mai|4|
KT-US-A|KT-MINING|4|
KT-US-A|KTMSEQ|4|
KT-US-A|KT-OIL|4|
KT-US-A|KTOIL5-1|4|
KT-US-A|KT-OPP-A|4|
KT-US-A|KT-OPP-D|4|
KT-US-A|KT-PIF RMF|4|
KT-US-A|KT-PIF-A|4|
KT-US-A|KT-PIF-D|4|
KT-US-A|KTPLUS|4|
KT-US-A|KT-PRECIOUS|4|
KT-US-A|KT-PROPERTY|4|
KT-US-A|KTSE|4|
KT-US-A|KTSE-LTF|4|
KT-US-A|KTSE-RMF|4|
KT-US-A|KT-SET50-A|4|
KT-US-A|KTSET50RMF|4|
KT-US-A|KTSF|4|
KT-US-A|KTSS|4|
KT-US-A|KT-ST|4|
KT-US-A|KTSTPLUS-A|4|
KT-US-A|KTSV|4|
KT-US-A|KT-WCORP|4|
KT-US-A|KT-WEQ|4|
KT-US-A|KTWG-A|4|
KT-US-A|RMF1|4|
KT-US-A|RMF2|4|
KT-US-A|RMF3|4|
KT-US-A|RMF4|4|
KT-US-A|TOF|4|
KT-WCORP|KSET50LTF|4|
KT-WCORP|KSLTF|4|
KT-WCORP|KSRMF|4|
KT-WCORP|KT25/75-A|4|
KT-WCORP|KT25/75-R|4|
KT-WCORP|KT25/75RMF|4|
KT-WCORP|KT-AASIA-A|4|
KT-WCORP|KT-AGRI|4|
KT-WCORP|KT-ASEAN-A|4|
KT-WCORP|KT-BOND|4|
KT-WCORP|KT-CHINA RMF|4|
KT-WCORP|KT-CLMVT-A|4|
KT-WCORP|KT-CLMVT-D|4|
KT-WCORP|KTEF|4|
KT-WCORP|KTEF-LTF|4|
KT-WCORP|KTEF-RMF|4|
KT-WCORP|KT-ENERGY|4|
KT-WCORP|KT-EURO|4|
KT-WCORP|KTFF174|4|
KT-WCORP|KTFF37|4|
KT-WCORP|KT-FINANCE|4|
KT-WCORP|KTFIX-1Y3Y|4|
KT-WCORP|KTFIXPLUS-A|4|
KT-WCORP|KTFIXPLUS-D|4|
KT-WCORP|KTFIXPLUS-I|4|
KT-WCORP|KT-FLEX|4|
KT-WCORP|KT-GMO-A|4|
KT-WCORP|KT-GOLD|4|
KT-WCORP|KT-GOLD RMF|4|
KT-WCORP|KT-HEALTHCARE-A|4|
KT-WCORP|KT-HiDiv|4|
KT-WCORP|KT-HiDiv RMF|4|
KT-WCORP|KT-IGF-R|4|
KT-WCORP|KTILB|4|
KT-WCORP|KTILF|4|
KT-WCORP|KT-INDIA-A|4|
KT-WCORP|KT-INDIA-D|4|
KT-WCORP|KT-JAPAN-A|4|
KT-WCORP|KT-JAPAN-D|4|
KT-WCORP|KTLF|4|
KT-WCORP|KTLF70/30|4|
KT-WCORP|KT-mai|4|
KT-WCORP|KT-MINING|4|
KT-WCORP|KTMSEQ|4|
KT-WCORP|KT-OIL|4|
KT-WCORP|KTOIL5-1|4|
KT-WCORP|KT-PIF RMF|4|
KT-WCORP|KT-PIF-A|4|
KT-WCORP|KT-PIF-D|4|
KT-WCORP|KTPLUS|4|
KT-WCORP|KT-PRECIOUS|4|
KT-WCORP|KT-PROPERTY|4|
KT-WCORP|KTSE|4|
KT-WCORP|KTSE-LTF|4|
KT-WCORP|KTSE-RMF|4|
KT-WCORP|KT-SET50-A|4|
KT-WCORP|KTSET50RMF|4|
KT-WCORP|KTSF|4|
KT-WCORP|KTSS|4|
KT-WCORP|KT-ST|4|
KT-WCORP|KTSTPLUS-A|4|
KT-WCORP|KTSV|4|
KT-WCORP|KT-US-A|4|
KT-WCORP|KT-WEQ|4|
KT-WCORP|KTWG-A|4|
KT-WCORP|RMF1|4|
KT-WCORP|RMF2|4|
KT-WCORP|RMF3|4|
KT-WCORP|RMF4|4|
KT-WCORP|TOF|4|
KT-WEQ|KSET50LTF|4|
KT-WEQ|KSLTF|4|
KT-WEQ|KSRMF|4|
KT-WEQ|KT25/75-A|4|
KT-WEQ|KT25/75-R|4|
KT-WEQ|KT25/75RMF|4|
KT-WEQ|KT-AASIA-A|4|
KT-WEQ|KT-AGRI|4|
KT-WEQ|KT-ASEAN-A|4|
KT-WEQ|KT-BOND|4|
KT-WEQ|KT-CHINA RMF|4|
KT-WEQ|KT-CLMVT-A|4|
KT-WEQ|KT-CLMVT-D|4|
KT-WEQ|KTEF|4|
KT-WEQ|KTEF-LTF|4|
KT-WEQ|KTEF-RMF|4|
KT-WEQ|KT-ENERGY|4|
KT-WEQ|KT-EURO|4|
KT-WEQ|KTFF174|4|
KT-WEQ|KTFF37|4|
KT-WEQ|KT-FINANCE|4|
KT-WEQ|KTFIX-1Y3Y|4|
KT-WEQ|KTFIXPLUS-A|4|
KT-WEQ|KTFIXPLUS-D|4|
KT-WEQ|KTFIXPLUS-I|4|
KT-WEQ|KT-FLEX|4|
KT-WEQ|KT-GMO-A|4|
KT-WEQ|KT-GOLD|4|
KT-WEQ|KT-GOLD RMF|4|
KT-WEQ|KT-HEALTHCARE-A|4|
KT-WEQ|KT-HiDiv|4|
KT-WEQ|KT-HiDiv RMF|4|
KT-WEQ|KT-IGF-R|4|
KT-WEQ|KTILB|4|
KT-WEQ|KTILF|4|
KT-WEQ|KT-INDIA-A|4|
KT-WEQ|KT-INDIA-D|4|
KT-WEQ|KT-JAPAN-A|4|
KT-WEQ|KT-JAPAN-D|4|
KT-WEQ|KTLF|4|
KT-WEQ|KTLF70/30|4|
KT-WEQ|KT-mai|4|
KT-WEQ|KT-MINING|4|
KT-WEQ|KTMSEQ|4|
KT-WEQ|KT-OIL|4|
KT-WEQ|KTOIL5-1|4|
KT-WEQ|KT-PIF RMF|4|
KT-WEQ|KT-PIF-A|4|
KT-WEQ|KT-PIF-D|4|
KT-WEQ|KTPLUS|4|
KT-WEQ|KT-PRECIOUS|4|
KT-WEQ|KT-PROPERTY|4|
KT-WEQ|KTSE|4|
KT-WEQ|KTSE-LTF|4|
KT-WEQ|KTSE-RMF|4|
KT-WEQ|KT-SET50-A|4|
KT-WEQ|KTSET50RMF|4|
KT-WEQ|KTSF|4|
KT-WEQ|KTSS|4|
KT-WEQ|KT-ST|4|
KT-WEQ|KTSTPLUS-A|4|
KT-WEQ|KTSV|4|
KT-WEQ|KT-US-A|4|
KT-WEQ|KT-WCORP|4|
KT-WEQ|KTWG-A|4|
KT-WEQ|RMF1|4|
KT-WEQ|RMF2|4|
KT-WEQ|RMF3|4|
KT-WEQ|RMF4|4|
KT-WEQ|TOF|4|
KT-WEQ RMF|RMF4|4|
KTWG-A|KSET50LTF|4|
KTWG-A|KSLTF|4|
KTWG-A|KSRMF|4|
KTWG-A|KT25/75-A|4|
KTWG-A|KT25/75-R|4|
KTWG-A|KT25/75RMF|4|
KTWG-A|KT-AASIA-A|4|
KTWG-A|KT-AGRI|4|
KTWG-A|KT-ASEAN-A|4|
KTWG-A|KT-BOND|4|
KTWG-A|KT-BOND RMF|4|
KTWG-A|KT-CHINA RMF|4|
KTWG-A|KT-CLMVT-A|4|
KTWG-A|KT-CLMVT-D|4|
KTWG-A|KTEF|4|
KTWG-A|KTEF-LTF|4|
KTWG-A|KTEF-RMF|4|
KTWG-A|KT-ENERGY|4|
KTWG-A|KT-EURO|4|
KTWG-A|KTFF174|4|
KTWG-A|KTFF37|4|
KTWG-A|KT-FINANCE|4|
KTWG-A|KTFIX-1Y3Y|4|
KTWG-A|KTFIXPLUS-A|4|
KTWG-A|KTFIXPLUS-D|4|
KTWG-A|KTFIXPLUS-I|4|
KTWG-A|KT-FLEX|4|
KTWG-A|KT-GMO-A|4|
KTWG-A|KT-GOLD|4|
KTWG-A|KT-GOLD RMF|4|
KTWG-A|KT-HEALTHC RMF|4|
KTWG-A|KT-HEALTHCARE-A|4|
KTWG-A|KT-HiDiv|4|
KTWG-A|KT-HiDiv RMF|4|
KTWG-A|KT-IGF-R|4|
KTWG-A|KTILB|4|
KTWG-A|KTILF|4|
KTWG-A|KT-INDIA-A|4|
KTWG-A|KT-INDIA-D|4|
KTWG-A|KT-JAPAN-A|4|
KTWG-A|KT-JAPAN-D|4|
KTWG-A|KTLF|4|
KTWG-A|KTLF70/30|4|
KTWG-A|KT-mai|4|
KTWG-A|KT-MINING|4|
KTWG-A|KTMSEQ|4|
KTWG-A|KT-OIL|4|
KTWG-A|KTOIL5-1|4|
KTWG-A|KT-PIF RMF|4|
KTWG-A|KT-PIF-A|4|
KTWG-A|KT-PIF-D|4|
KTWG-A|KTPLUS|4|
KTWG-A|KT-PRECIOUS|4|
KTWG-A|KT-PROPERTY|4|
KTWG-A|KT-PROPERTY RMF|4|
KTWG-A|KTSE|4|
KTWG-A|KTSE-LTF|4|
KTWG-A|KTSE-RMF|4|
KTWG-A|KT-SET50-A|4|
KTWG-A|KTSET50RMF|4|
KTWG-A|KTSF|4|
KTWG-A|KTSS|4|
KTWG-A|KT-ST|4|
KTWG-A|KTSTPLUS-A|4|
KTWG-A|KTSV|4|
KTWG-A|KT-US-A|4|
KTWG-A|KT-WCORP|4|
KTWG-A|KT-WEQ|4|
KTWG-A|KT-WEQ RMF|4|
KTWG-A|RMF1|4|
KTWG-A|RMF2|4|
KTWG-A|RMF3|4|
KTWG-A|RMF4|4|
KTWG-A|TOF|4|
RMF1|KSRMF|0|
RMF1|KT25/75RMF|0|
RMF1|KTEF-RMF|0|
RMF1|KT-GOLD RMF|3|
RMF1|KT-HiDiv RMF|0|
RMF1|KTSE-RMF|0|
RMF1|KTSET50RMF|0|
RMF1|RMF2|1|
RMF1|RMF3|1|
RMF1|RMF4|2|
RMF2|KSRMF|0|
RMF2|KT25/75RMF|0|
RMF2|KTEF-RMF|0|
RMF2|KT-GOLD RMF|2|
RMF2|KT-HiDiv RMF|0|
RMF2|KTSE-RMF|0|
RMF2|KTSET50RMF|0|
RMF2|RMF1|0|
RMF2|RMF3|0|
RMF2|RMF4|1|
RMF3|KSRMF|0|
RMF3|KT25/75RMF|0|
RMF3|KTEF-RMF|0|
RMF3|KT-GOLD RMF|2|
RMF3|KT-HiDiv RMF|0|
RMF3|KTSE-RMF|0|
RMF3|KTSET50RMF|0|
RMF3|RMF1|0|
RMF3|RMF2|0|
RMF3|RMF4|1|
RMF4|KSRMF|0|
RMF4|KT25/75RMF|0|
RMF4|KT-BOND RMF|0|
RMF4|KT-CHINA RMF|0|
RMF4|KTEF-RMF|0|
RMF4|KT-GOLD RMF|0|
RMF4|KT-HEALTHC RMF|0|
RMF4|KT-HiDiv RMF|0|
RMF4|KT-PIF RMF|0|
RMF4|KT-PROPERTY RMF|0|
RMF4|KTSE-RMF|0|
RMF4|KTSET50RMF|0|
RMF4|KT-WEQ RMF|0|
RMF4|RMF1|0|
RMF4|RMF2|0|
RMF4|RMF3|0|
ABAG|ABAGS|0|
ABAG|ABAPAC|0|
ABAG|ABAPAC-RMF|0|
ABAG|ABCC|0|
ABAG|ABCG|0|
ABAG|ABEG|0|
ABAG|ABEHB|0|
ABAG|ABFC|0|
ABAG|ABG|0|
ABAG|ABGEM|0|
ABAG|ABIG|0|
ABAG|ABINC|0|
ABAG|ABJO|0|
ABAG|ABLTF|0|
ABAG|ABLTF 70/30|0|
ABAG|ABSC-RMF|0|
ABAG|ABSI-RMF|0|
ABAG|ABSL|0|
ABAG|ABSM|0|
ABAG|ABTED|0|
ABAG|ABV|0|
ABAG|ABWOOF|0|
ABAG|AEOB|0|
ABAGS|ABAG|0|
ABAGS|ABAPAC|0|
ABAGS|ABAPAC-RMF|0|
ABAGS|ABCC|0|
ABAGS|ABCG|0|
ABAGS|ABEG|0|
ABAGS|ABEHB|0|
ABAGS|ABFC|0|
ABAGS|ABG|0|
ABAGS|ABGEM|0|
ABAGS|ABIG|0|
ABAGS|ABINC|0|
ABAGS|ABJO|0|
ABAGS|ABLTF|0|
ABAGS|ABLTF 70/30|0|
ABAGS|ABSC-RMF|0|
ABAGS|ABSI-RMF|0|
ABAGS|ABSL|0|
ABAGS|ABSM|0|
ABAGS|ABTED|0|
ABAGS|ABV|0|
ABAGS|ABWOOF|0|
ABAGS|AEOB|0|
ABAPAC|ABAG|0|
ABAPAC|ABAGS|0|
ABAPAC|ABAPAC-RMF|0|
ABAPAC|ABCC|0|
ABAPAC|ABCG|0|
ABAPAC|ABEG|0|
ABAPAC|ABEHB|0|
ABAPAC|ABFC|0|
ABAPAC|ABG|0|
ABAPAC|ABGEM|0|
ABAPAC|ABIG|0|
ABAPAC|ABINC|0|
ABAPAC|ABJO|0|
ABAPAC|ABLTF|0|
ABAPAC|ABLTF 70/30|0|
ABAPAC|ABSC-RMF|0|
ABAPAC|ABSI-RMF|0|
ABAPAC|ABSL|0|
ABAPAC|ABSM|0|
ABAPAC|ABTED|0|
ABAPAC|ABV|0|
ABAPAC|ABWOOF|0|
ABAPAC|AEOB|0|
ABAPAC-RMF|ABSC-RMF|0|
ABAPAC-RMF|ABSI-RMF|0|
ABCC|ABAG|0|
ABCC|ABAGS|0|
ABCC|ABAPAC|0|
ABCC|ABAPAC-RMF|0|
ABCC|ABCG|0|
ABCC|ABEG|0|
ABCC|ABEHB|0|
ABCC|ABFC|0|
ABCC|ABG|0|
ABCC|ABGEM|0|
ABCC|ABIG|0|
ABCC|ABINC|0|
ABCC|ABJO|0|
ABCC|ABLTF|0|
ABCC|ABLTF 70/30|0|
ABCC|ABSC-RMF|0|
ABCC|ABSI-RMF|0|
ABCC|ABSL|0|
ABCC|ABSM|0|
ABCC|ABTED|0|
ABCC|ABV|0|
ABCC|ABWOOF|0|
ABCC|AEOB|0|
ABCG|ABAG|0|
ABCG|ABAGS|0|
ABCG|ABAPAC|0|
ABCG|ABAPAC-RMF|0|
ABCG|ABCC|0|
ABCG|ABEG|0|
ABCG|ABEHB|0|
ABCG|ABFC|0|
ABCG|ABG|0|
ABCG|ABGEM|0|
ABCG|ABIG|0|
ABCG|ABINC|0|
ABCG|ABJO|0|
ABCG|ABLTF|0|
ABCG|ABLTF 70/30|0|
ABCG|ABSC-RMF|0|
ABCG|ABSI-RMF|0|
ABCG|ABSL|0|
ABCG|ABSM|0|
ABCG|ABTED|0|
ABCG|ABV|0|
ABCG|ABWOOF|0|
ABCG|AEOB|0|
ABEG|ABAG|0|
ABEG|ABAGS|0|
ABEG|ABAPAC|0|
ABEG|ABAPAC-RMF|0|
ABEG|ABCC|0|
ABEG|ABCG|0|
ABEG|ABEHB|0|
ABEG|ABFC|0|
ABEG|ABG|0|
ABEG|ABGEM|0|
ABEG|ABIG|0|
ABEG|ABINC|0|
ABEG|ABJO|0|
ABEG|ABLTF|0|
ABEG|ABLTF 70/30|0|
ABEG|ABSC-RMF|0|
ABEG|ABSI-RMF|0|
ABEG|ABSL|0|
ABEG|ABSM|0|
ABEG|ABTED|0|
ABEG|ABV|0|
ABEG|ABWOOF|0|
ABEG|AEOB|0|
ABEHB|ABAG|0|
ABEHB|ABAGS|0|
ABEHB|ABAPAC|0|
ABEHB|ABAPAC-RMF|0|
ABEHB|ABCC|0|
ABEHB|ABCG|0|
ABEHB|ABEG|0|
ABEHB|ABFC|0|
ABEHB|ABG|0|
ABEHB|ABGEM|0|
ABEHB|ABIG|0|
ABEHB|ABINC|0|
ABEHB|ABJO|0|
ABEHB|ABLTF|0|
ABEHB|ABLTF 70/30|0|
ABEHB|ABSC-RMF|0|
ABEHB|ABSI-RMF|0|
ABEHB|ABSL|0|
ABEHB|ABSM|0|
ABEHB|ABTED|0|
ABEHB|ABV|0|
ABEHB|ABWOOF|0|
ABEHB|AEOB|0|
ABFC|ABAG|0|
ABFC|ABAGS|0|
ABFC|ABAPAC|0|
ABFC|ABAPAC-RMF|0|
ABFC|ABCC|0|
ABFC|ABCG|0|
ABFC|ABEG|0|
ABFC|ABEHB|0|
ABFC|ABG|0|
ABFC|ABGEM|0|
ABFC|ABIG|0|
ABFC|ABINC|0|
ABFC|ABJO|0|
ABFC|ABLTF|0|
ABFC|ABLTF 70/30|0|
ABFC|ABSC-RMF|0|
ABFC|ABSI-RMF|0|
ABFC|ABSL|0|
ABFC|ABSM|0|
ABFC|ABTED|0|
ABFC|ABV|0|
ABFC|ABWOOF|0|
ABFC|AEOB|0|
ABG|ABAG|0|
ABG|ABAGS|0|
ABG|ABAPAC|0|
ABG|ABAPAC-RMF|0|
ABG|ABCC|0|
ABG|ABCG|0|
ABG|ABEG|0|
ABG|ABEHB|0|
ABG|ABFC|0|
ABG|ABGEM|0|
ABG|ABIG|0|
ABG|ABINC|0|
ABG|ABJO|0|
ABG|ABLTF|0|
ABG|ABLTF 70/30|0|
ABG|ABSC-RMF|0|
ABG|ABSI-RMF|0|
ABG|ABSL|0|
ABG|ABSM|0|
ABG|ABTED|0|
ABG|ABV|0|
ABG|ABWOOF|0|
ABG|AEOB|0|
ABGEM|ABAG|0|
ABGEM|ABAGS|0|
ABGEM|ABAPAC|0|
ABGEM|ABAPAC-RMF|0|
ABGEM|ABCC|0|
ABGEM|ABCG|0|
ABGEM|ABEG|0|
ABGEM|ABEHB|0|
ABGEM|ABFC|0|
ABGEM|ABG|0|
ABGEM|ABIG|0|
ABGEM|ABINC|0|
ABGEM|ABJO|0|
ABGEM|ABLTF|0|
ABGEM|ABLTF 70/30|0|
ABGEM|ABSC-RMF|0|
ABGEM|ABSI-RMF|0|
ABGEM|ABSL|0|
ABGEM|ABSM|0|
ABGEM|ABTED|0|
ABGEM|ABV|0|
ABGEM|ABWOOF|0|
ABGEM|AEOB|0|
ABIG|ABAG|0|
ABIG|ABAGS|0|
ABIG|ABAPAC|0|
ABIG|ABAPAC-RMF|0|
ABIG|ABCC|0|
ABIG|ABCG|0|
ABIG|ABEG|0|
ABIG|ABEHB|0|
ABIG|ABFC|0|
ABIG|ABG|0|
ABIG|ABGEM|0|
ABIG|ABINC|0|
ABIG|ABJO|0|
ABIG|ABLTF|0|
ABIG|ABLTF 70/30|0|
ABIG|ABSC-RMF|0|
ABIG|ABSI-RMF|0|
ABIG|ABSL|0|
ABIG|ABSM|0|
ABIG|ABTED|0|
ABIG|ABV|0|
ABIG|ABWOOF|0|
ABIG|AEOB|0|
ABINC|ABAG|0|
ABINC|ABAGS|0|
ABINC|ABAPAC|0|
ABINC|ABAPAC-RMF|0|
ABINC|ABCC|0|
ABINC|ABCG|0|
ABINC|ABEG|0|
ABINC|ABEHB|0|
ABINC|ABFC|0|
ABINC|ABG|0|
ABINC|ABGEM|0|
ABINC|ABIG|0|
ABINC|ABJO|0|
ABINC|ABLTF|0|
ABINC|ABLTF 70/30|0|
ABINC|ABSC-RMF|0|
ABINC|ABSI-RMF|0|
ABINC|ABSL|0|
ABINC|ABSM|0|
ABINC|ABTED|0|
ABINC|ABV|0|
ABINC|ABWOOF|0|
ABINC|AEOB|0|
ABJO|ABAG|0|
ABJO|ABAGS|0|
ABJO|ABAPAC|0|
ABJO|ABAPAC-RMF|0|
ABJO|ABCC|0|
ABJO|ABCG|0|
ABJO|ABEG|0|
ABJO|ABEHB|0|
ABJO|ABFC|0|
ABJO|ABG|0|
ABJO|ABGEM|0|
ABJO|ABIG|0|
ABJO|ABINC|0|
ABJO|ABLTF|0|
ABJO|ABLTF 70/30|0|
ABJO|ABSC-RMF|0|
ABJO|ABSI-RMF|0|
ABJO|ABSL|0|
ABJO|ABSM|0|
ABJO|ABTED|0|
ABJO|ABV|0|
ABJO|ABWOOF|0|
ABJO|AEOB|0|
ABLTF|ABAG|0|
ABLTF|ABAGS|0|
